original_title,vote_average,genres,cast,id,director,keywords
A Thin Line Between Love and Hate,5.7,"['Comedy', 'Crime', 'Romance', 'Thriller']","['DellaReese', 'LynnWhitfield', 'MartinLawrence', 'ReginaKing']",28121,Martin Lawrence,"['africanamerican', 'dating', 'revenge']"
50/50,7.0,"['Comedy', 'Drama']","['AnnaKendrick', 'BryceDallasHoward', 'JosephGordon-Levitt', 'SethRogen']",40807,Jonathan Levine,"['bestfriend', 'cancer', 'chemotherapy', 'doctor', 'driverslicense', 'fathersonrelationship', 'painter', 'patient', 'psychologist', 'therapist', 'therapistpatientrelationship', 'vomiting']"
Shutter,5.3,"['Horror', 'Mystery', 'Thriller']","['DavidDenman', 'JoshuaJackson', 'MegumiOkina', 'RachaelTaylor']",10885,Masayuki Ochiai,"['caraccident', 'death', 'fashionmodel', 'ghost', 'ghostbuster', 'ghostworld', 'hitbyacar', 'honeymoon', 'japan', 'magazineeditor', 'nightmare', 'photographer', 'photography', 'remake', 'revenge', 'roadaccident', 'shadow', 'spirit', 'suicide', 'wedding']"
That Awkward Moment,6.1,"['Comedy', 'Romance']","['ImogenPoots', 'MichaelB.Jordan', 'MilesTeller', 'ZacEfron']",225565,Tom Gormican,"['dating', 'duringcreditsstinger', 'friendship', 'malefriendship', 'relationship', 'youngadult']"
Modern Problems,5.6,['Comedy'],"['ChevyChase', 'DabneyColeman', 'MaryKayPlace', 'PattiDArbanville']",16471,Ken Shapiro,['']
Kicks,7.5,['Adventure'],"['ChristopherMeyer', 'KofiSiriboe', 'MahershalaAli', 'NatalieStephanyAguilar']",385736,Justin Tipping,"['blowjob', 'cigarettesmoking', 'illegaldrugs', 'shoes', 'smokingweed']"
Much Ado About Nothing,7.2,"['Comedy', 'Drama', 'Romance']","['KennethBranagh', 'MichaelKeaton', 'RichardBriers', 'RobertSeanLeonard']",11971,Kenneth Branagh,"['bachelor', 'intrigue', 'lover', 'newlove', 'rageandhate', 'shakespeare', 'wedding']"
On Her Majesty's Secret Service,6.5,"['Action', 'Adventure', 'Thriller']","['DianaRigg', 'GabrieleFerzetti', 'GeorgeLazenby', 'TellySavalas']",668,Peter R. Hunt,"['aftercreditsstinger', 'alps', 'britishsecretservice', 'daughter', 'england', 'espionage', 'familyhistory', 'honeymoon', 'killer', 'kilt', 'londonengland', 'newidentity', 'secretidentity', 'secretlab', 'secretmission', 'secretorganization', 'skiing', 'snowstorm', 'suicide', 'switzerland', 'titleofnobility', 'villain']"
New Nightmare,6.4,"['Fantasy', 'Horror', 'Mystery', 'Thriller']","['HeatherLangenkamp', 'MikoHughes', 'RobertEnglund', 'WesCraven']",11596,Wes Craven,"['alternatedimension', 'alternatereality', 'cameos', 'celebrity', 'disfigurement', 'dreams', 'earthquake', 'fame', 'filmindustry', 'fire', 'hollywood', 'hospital', 'insomnia', 'kidnapping', 'mascot', 'metafilm', 'nightmare', 'reboot', 'self-referential', 'sleepwalking', 'storytelling', 'supernatural']"
Drive Me Crazy,5.8,"['Comedy', 'Drama', 'Family', 'Romance']","['AdrianGrenier', 'MelissaJoanHart', 'StephenCollins', 'SusanMayPratt']",14429,John Schultz,"['highschool', 'nextdoorneighbor', 'prom']"
Akeelah and the Bee,6.7,['Drama'],"['AngelaBassett', 'CurtisArmstrong', 'KekePalmer', 'LaurenceFishburne']",13751,Doug Atchison,"['blackpeople', 'spelling', 'spellingbee']"
Half Baked,6.4,"['Comedy', 'Crime']","['DaveChappelle', 'GuillermoDíaz', 'HarlandWilliams', 'TommyChong']",9490,Tamra Davis,"['company', 'drug', 'marijuana', 'smoking', 'womandirector']"
New in Town,5.2,['Comedy'],"['HarryConnickJr.', 'J.K.Simmons', 'RenéeZellweger', 'SiobhanFallon']",14536,Jonas Elmer,"['economy', 'icefishing', 'labor', 'love', 'manufacturing', 'middleamerica', 'minnesota', 'plants', 'rube', 'ruralsetting', 'smalltown', 'vegetarian']"
American Psycho,7.3,"['Crime', 'Drama', 'Thriller']","['ChristianBale', 'JaredLeto', 'JoshLucas', 'WillemDafoe']",1359,Mary Harron,"['basedonnovel', 'childofdivorce', 'harvardbusinessschool', 'psychopath', 'unreliablenarrator', 'voiceimitation', 'wallstreet', 'whitecollar', 'womandirector']"
The Good Girl,6.1,"['Comedy', 'Drama', 'Romance']","['JakeGyllenhaal', 'JenniferAniston', 'JohnC.Reilly', 'ZooeyDeschanel']",9962,Miguel Arteta,"['blackmail', 'dream', 'drug', 'extramaritalaffair', 'faith', 'jealousy', 'lie', 'marriage', 'motel', 'nudity', 'sex', 'store', 'suicide']"
Bon Cop Bad Cop,6.5,"['Action', 'Comedy', 'Crime']","['ColmFeore', 'MichelBeaudry', 'PatriceBélanger', 'PatrickHuard']",15049,Erik Canuel,"['buddycop', 'canada', 'killer', 'murder', 'police']"
The Boondock Saints II: All Saints Day,5.9,"['Action', 'Crime', 'Thriller']","['BillyConnolly', 'CliftonCollinsJr', 'NormanReedus', 'SeanPatrickFlanery']",22821,Troy Duffy,"['boston', 'friendship', 'ireland', 'revenge', 'sequel', 'sheep']"
The City of Your Final Destination,5.7,['Drama'],"['AlexandraMariaLara', 'NicholasBlandullo', 'OmarMetwally', 'SofiaViruboff']",42819,James Ivory,"['basedonnovel', 'uruguay']"
Enough Said,6.6,"['Comedy', 'Drama', 'Romance']","['CatherineKeener', 'JamesGandolfini', 'JuliaLouis-Dreyfus', 'ToniCollette']",209263,Nicole Holofcener,"['dating', 'divorce', 'divorcee', 'massagetherapist', 'masseuse', 'motherdaughterrelationship', 'party', 'relationship', 'romance', 'thanksgiving', 'womandirector']"
Easy A,6.7,['Comedy'],"['AmandaBynes', 'CamGigandet', 'EmmaStone', 'StanleyTucci']",37735,Will Gluck,"['highschool', 'lie', 'rumor', 'school', 'teenmovie']"
The Inkwell,3.9,"['Comedy', 'Drama', 'Romance']","['GlynnTurman', 'JoeMorton', 'LarenzTate', 'SuzzanneDouglas']",59930,Matty Rich,['']
Shadow of the Vampire,6.6,"['Drama', 'Horror']","['CaryElwes', 'JohnMalkovich', 'UdoKier', 'WillemDafoe']",10873,E. Elias Merhige,"['\\\\\\\\xa0nosferatu', 'dracula', 'filmdirector']"
Prom,5.7,['Comedy'],"['AimeeTeegarden', 'FaithFord', 'NicholasBraun', 'ThomasMcDonell']",51588,Joe Nussbaum,"['fountain', 'friendship', 'highschool', 'musicfan', 'prom', 'singleparent', 'waitress']"
The Pallbearer,4.6,"['Comedy', 'Romance']","['DavidSchwimmer', 'GwynethPaltrow', 'MichaelRapaport', 'ToniCollette']",23570,Matt Reeves,"['independentfilm', 'mistakenidentity']"
Held Up,4.9,['Comedy'],"['BarryCorbin', 'JamieFoxx', 'JohnCullum', 'NiaLong']",19489,Steve Rash,['']
Woman on Top,5.5,"['Comedy', 'Drama', 'Romance']","['JohndeLancie', 'MarkFeuerstein', 'MuriloBenicio', 'PenélopeCruz']",14629,Fina Torres,['womandirector']
Howards End,6.9,"['Drama', 'Romance']","['EmmaThompson', 'HelenaBonhamCarter', 'PrunellaScales', 'VanessaRedgrave']",8293,James Ivory,"['basedonnovel', 'edwardianengland', 'empowerment', 'sister', 'sistersisterrelationship', 'turnofthecentury']"
Anomalisa,7.0,"['Animation', 'Comedy', 'Drama', 'Romance']","['DavidThewlis', 'JenniferJasonLeigh', 'TomNoonan']",291270,Charlie Kaufman,"['depression', 'existentialism', 'sex']"
Another Year,7.0,"['Comedy', 'Drama']","['JimBroadbent', 'LesleyManville', 'OliverMaltman', 'RuthSheen']",44009,Mike Leigh,"['cooking', 'funeral', 'garden', 'jealousy', 'loneliness', 'redwine', 'season', 'unrequitedlove']"
8 femmes,6.9,"['Comedy', 'Crime', 'Music', 'Mystery', 'Thriller']","['CatherineDeneuve', 'EmmanuelleBéart', 'FannyArdant', 'IsabelleHuppert']",1958,François Ozon,"['daughter', 'fatherfigure', 'fathermurder', 'maid', 'murderhunt', 'upperclass', 'women']"
Showdown in Little Tokyo,5.7,"['Action', 'Thriller']","['BrandonLee', 'Cary-HiroyukiTagawa', 'DolphLundgren', 'TiaCarrere']",13154,Mark L. Lester,"['losangeles', 'samuraisword', 'yakuza']"
Clay Pigeons,6.3,"['Comedy', 'Crime', 'Drama', 'Thriller']","['GregorySporleder', 'JaneaneGarofalo', 'JoaquinPhoenix', 'VinceVaughn']",26618,David Dobkin,"['fbi', 'independentfilm', 'murder', 'serialkiller', 'smalltown', 'widow']"
It's Kind of a Funny Story,6.9,"['Comedy', 'Drama']","['EmmaRoberts', 'KeirGilchrist', 'ViolaDavis', 'ZachGalifianakis']",43923,Ryan Fleck,"['basedonyoungadultnovel', 'comingofage', 'depression', 'independentfilm', 'psychiatricward', 'suicide', 'teenager', 'teenmovie', 'womandirector']"
Made in Dagenham,6.6,"['Comedy', 'Drama', 'History']","['BobHoskins', 'GeraldineJames', 'MirandaRichardson', 'SallyHawkins']",46138,Nigel Cole,"['aftercreditsstinger', 'discrimination', 'duringcreditsstinger', 'equalpay', 'governmentminister', 'machinist', 'sewingmachine']"
And When Did You Last See Your Father?,6.9,['Drama'],"['ColinFirth', 'GinaMcKee', 'JimBroadbent', 'JulietStevenson']",45791,Anand Tucker,"['confrontation', 'family', 'fathersonrelationship', 'hospital', 'illness', 'memory', 'oldgirlfriend']"
Prefontaine,6.7,"['Drama', 'Romance']","['BreckinMeyer', 'EdONeill', 'JaredLeto', 'R.LeeErmey']",26306,Steve James,"['olympicgames', 'oregon', 'runner', 'sport']"
The Wicked Lady,4.3,"['Adventure', 'Drama']","['AlanBates', 'DenholmElliott', 'FayeDunaway', 'JohnGielgud']",110683,Michael Winner,['highwayman']
The Secret of Kells,7.3,"['Animation', 'Family', 'Fantasy']","['BrendanGleeson', 'ChristenMooney', 'EvanMcGuire', 'MickLally']",26963,Tomm Moore,"['barbarian', 'seamonster', 'trapped', 'underwater', 'womandirector']"
Begin Again,7.3,"['Comedy', 'Drama', 'Music', 'Romance']","['AdamLevine', 'HaileeSteinfeld', 'KeiraKnightley', 'MarkRuffalo']",198277,John Carney,['']
Down in the Valley,5.9,"['Drama', 'Romance']","['DavidMorse', 'EdwardNorton', 'EvanRachelWood', 'RoryCulkin']",7870,David Jacobson,"['beach', 'indianterritory', 'sanfernandovalley', 'stetson', 'strangeperson']"
Brooklyn Rules,5.8,"['Action', 'Drama', 'Thriller']","['AlecBaldwin', 'DanielTay', 'PauloAraujo', 'TyThomasReed']",13072,Michael Corrente,['']
Restless,4.9,"['Drama', 'Romance', 'TVMovie']","['HayleyAtwell', 'MichaelGambon', 'MichelleDockery', 'RufusSewell']",153397,Edward Hall,"['britishsecretservice', 'spy', 'war']"
The Singing Detective,5.9,"['Comedy', 'Crime', 'Music', 'Mystery']","['JeremyNortham', 'MelGibson', 'RobertDowneyJr.', 'RobinWright']",30141,Keith Gordon,['']
The Land Girls,7.0,"['Drama', 'Romance', 'War']","['AnnaFriel', 'CatherineMcCormack', 'PaulBettany', 'RachelWeisz']",17044,David Leland,['']
Fido,6.6,"['Comedy', 'Drama', 'Horror', 'Romance']","['BillyConnolly', 'Carrie-AnneMoss', 'DylanBaker', 'KesunLoder']",10288,Andrew Currie,"['blackhumor', 'canuxploitation', 'darkcomedy', 'decapitation', 'gore', 'satire', 'spoof', 'vororte', 'zombie']"
The Wendell Baker Story,5.2,"['Comedy', 'Drama', 'Romance']","['EvaMendes', 'JacobVargas', 'LukeWilson', 'OwenWilson']",12183,Luke Wilson,"['conman', 'independentfilm', 'releasefromprison']"
Wild Target,6.4,"['Action', 'Comedy']","['BillNighy', 'EmilyBlunt', 'RupertEverett', 'RupertGrint']",44147,Jonathan Lynn,"['apprentice', 'art', 'assassin', 'crime', 'detective', 'gangster', 'hitman', 'insomnia', 'londonengland', 'mother', 'murder', 'remake', 'revenge', 'robbery', 'surveillance']"
Pathology,5.6,"['Crime', 'Horror', 'Thriller']","['AlyssaMilano', 'LaurenLeeSmith', 'MichaelWeston', 'MiloVentimiglia']",12192,Marc Schölermann,"['cadaver', 'druguse', 'extortion', 'femalenudity', 'game', 'pathology', 'perfectmurder', 'studentofmedicine']"
Wuthering Heights,6.9,['Drama'],"['AndrewLincoln', 'CharlotteRiley', 'SarahLancashire', 'TomHardy']",36597,Coky Giedroyc,['womandirector']
10th & Wolf,6.3,"['Action', 'Crime', 'Drama', 'Mystery', 'Thriller']","['BrianDennehy', 'DennisHopper', 'JamesMarsden', 'LeoRossi']",13197,Robert Moresco,"['crimefamily', 'mafia', 'mobster', 'undercover']"
Dear Wendy,5.6,"['Comedy', 'Crime', 'Drama', 'Romance']","['BillPullman', 'DansoGordon', 'JamieBell', 'MichaelAngarano']",10913,Thomas Vinterberg,"['friendship', 'pistol', 'secretsociety', 'selfesteem', 'underdog']"
Aloft,5.1,['Drama'],"['CillianMurphy', 'JenniferConnelly', 'MélanieLaurent', 'WilliamShimell']",251321,Claudia Llosa,"['healer', 'newage', 'womandirector']"
アキラ,7.8,"['Animation', 'ScienceFiction']","['MamiKoyama', 'MitsuoIwata', 'NozomuSasaki', 'TesshouGenda']",149,Katsuhiro Ōtomo,"['anime', 'army', 'atomicbomb', 'cyberpunk', 'dystopia', 'experiment', 'general', 'megacity', 'motorcyclegangs', 'mutation', 'savingtheworld', 'stadium', 'streetgang', 'totaldestruction', 'underground']"
The Death and Life of Bobby Z,5.8,"['Action', 'Crime', 'Drama', 'Thriller']","['JasonLewis', 'LaurenceFishburne', 'OliviaWilde', 'PaulWalker']",10425,John Herzfeld,"['bajacalifornia', 'boobytrap', 'doublecross', 'drugtrade', 'estate', 'faceslap', 'fakeddeath', 'gallop', 'goldengun', 'landfill', 'rifle', 'rollingeyes', 'sanremo', 'shotinthestomach', 'tdruglord', 'vineyard', 'violence']"
Maurice Richard,6.1,['Drama'],"['MichelBarrette', 'RoyDupuis', 'RémyGirard', 'TonyCalabretta']",49081,Charles Binamé,"['hockeyplayer', 'icehockey', 'montrealcanadiens', 'quebec', 'sport']"
Swelter,4.6,"['Action', 'Drama', 'Thriller']","['AlfredMolina', 'BradCarter', 'Jean-ClaudeVanDamme', 'JoshHenderson']",256687,Keith Parmer,['']
非常幸运,4.3,"['Comedy', 'Romance']","['LeehomWang', 'RubyLin', 'YaoChen', 'ZhangZiyi']",220488,Dennie Gordon,"['hongkong', 'macau', 'womandirector']"
Imagine Me & You,7.0,"['Comedy', 'Drama', 'Romance']","['CeliaImrie', 'LenaHeadey', 'MatthewGoode', 'PiperPerabo']",1544,Ol Parker,"['flowershop', 'homosexuality', 'lesbian', 'lgbt', 'londonengland']"
Mr. Church,7.0,['Drama'],"['BrittRobertson', 'EddieMurphy', 'NataschaMcElhone', 'XavierSamuel']",374461,Bruce Beresford,"['cook', 'friendship']"
Swimming Pool,6.4,"['Crime', 'Thriller']","['CharlesDance', 'CharlotteRampling', 'Jean-MarieLamour', 'LudivineSagnier']",302,François Ozon,"['author', 'basedonnovel', 'countryhouse', 'countryside', 'daughter', 'drug', 'dyinganddeath', 'femalenudity', 'generationsconfilct', 'innkeeper', 'londonengland', 'murder', 'provence', 'subway', 'suspense', 'swimmingpool', 'women', 'writing']"
Green Street Hooligans: Underground,5.4,"['Action', 'Drama']","['JoeyAnsah', 'KaceyClarke', 'MarkWingett', 'ScottAdkins']",182873,James Nunn,['']
The Blood of Heroes,5.9,"['Action', 'Adventure', 'ScienceFiction']","['AnnaKatarina', 'DelroyLindo', 'JoanChen', 'RutgerHauer']",21512,David Webb Peoples,"['blood', 'combat', 'desert', 'independentfilm', 'martialarts', 'post-apocalyptic', 'revenge', 'sport', 'violence']"
Code of Honor,4.1,"['Action', 'Crime', 'Thriller']","['CraigSheffer', 'HelenaMattsson', 'LouisMandylor', 'StevenSeagal']",389425,Michael Winnick,['']
Driving Miss Daisy,7.0,"['Comedy', 'Drama']","['DanAykroyd', 'JessicaTandy', 'MorganFreeman', 'PattiLuPone']",403,Bruce Beresford,"['africanamerican', 'antisemitism', 'atlanta', 'blackpeople', 'car', 'chauffeur', 'individual', 'jewish', 'oldage', 'widow']"
Soul Food,6.6,"['Comedy', 'Drama']","['MekhiPhifer', 'MichaelBeach', 'NiaLong', 'VivicaA.Fox']",29461,"George Tillman, Jr.","['familyrelationships', 'sister', 'unity']"
紅番區,6.5,"['Action', 'Comedy', 'Crime', 'Thriller']","['AnitaMui', 'BillTung', 'FrançoiseYip', 'JackieChan']",33542,Stanley Tong,"['bronx', 'diamond', 'disabledchild', 'duringcreditsstinger', 'gang', 'gangwar', 'martialarts', 'newyork', 'supermarket', 'wedding']"
Loin des hommes,6.6,"['Drama', 'War']","['DjemelBarek', 'RedaKateb', 'ViggoMortensen', 'VincentMartin']",283708,David Oelhoffen,"['1950s', 'algeria', 'algerianwar', 'basedonshortstory', 'children', 'classroom', 'fire', 'horse', 'hostage', 'journey', 'mountain', 'rain', 'rifle', 'ruralsetting', 'school', 'schoolteacher', 'teacher']"
Thank You for Smoking,7.1,"['Comedy', 'Drama']","['AaronEckhart', 'AdamBrody', 'CameronBright', 'MariaBello']",9388,Jason Reitman,"['advertising', 'basedonnovel', 'bribe', 'business', 'cancer', 'capitalism', 'cigarette', 'cigarettesmoking', 'corporation', 'darkcomedy', 'fathersonrelationship', 'guilt', 'health', 'humiliation', 'independentfilm', 'law', 'liar', 'lie', 'lobby', 'lobbyist', 'lungcancer', 'marketing', 'money', 'morality', 'nicotine', 'politician', 'politics', 'research', 'smoking', 'socialsatire', 'tobacco', 'tobaccoindustry']"
Hostel: Part II,5.6,['Horror'],"['BijouPhillips', 'HeatherMatarazzo', 'LaurenGerman', 'RichardBurgi']",1691,Eli Roth,"['bratislava', 'castration', 'ladiesman', 'penis', 'prague', 'student', 'torture', 'tortureporn']"
An Education,6.8,"['Drama', 'Romance']","['AlfredMolina', 'CareyMulligan', 'OliviaWilliams', 'PeterSarsgaard']",24684,Lone Scherfig,"['adolescence', 'agedifference', 'comingofage', 'family', 'loveaffair', 'loveandromance', 'parentsandchildren', 'self-discovery', 'teachingthewaysoftheworld', 'teenagelife', 'womandirector', 'youth']"
Shopgirl,5.7,"['Comedy', 'Drama', 'Romance']","['BridgetteWilson', 'ClaireDanes', 'JasonSchwartzman', 'SteveMartin']",2610,Anand Tucker,['salesclerk']
The Hotel New Hampshire,5.8,"['Comedy', 'Drama']","['BeauBridges', 'JodieFoster', 'PaulMcCrane', 'RobLowe']",11308,Tony Richardson,"['basedonnovel', 'bomb', 'fight', 'hotel', 'nudity', 'prostitute', 'rape', 'satire', 'sex', 'suicide', 'terrorist']"
Narc,6.8,"['Action', 'Crime', 'Drama', 'Thriller']","['BustaRhymes', 'ChiMcBride', 'JasonPatric', 'RayLiotta']",11022,Joe Carnahan,"['assertion', 'internalaffairs', 'investigation', 'narcoticscop']"
Men with Brooms,4.5,['Comedy'],"['LeslieNielsen', 'MollyParker', 'PaulGross', 'PollyShannon']",34341,Paul Gross,['sport']
Witless Protection,4.0,"['Action', 'Adventure', 'Comedy', 'Crime']","['IvanaMiličević', 'JennyMcCarthy', 'LarrytheCableGuy', 'YaphetKotto']",15365,Charles Robert Carner,['']
The Work and the Glory,6.1,"['Drama', 'Romance']","['AlexanderCarroll', 'BrendaStrong', 'EricJohnson', 'SamHennings']",36046,Russell Holt,['']
Extract,5.7,['Comedy'],"['BenAffleck', 'JasonBateman', 'KristenWiig', 'MilaKunis']",12569,Mike Judge,"['business', 'conman', 'duringcreditsstinger', 'independentfilm', 'industrialaccident', 'infidelity', 'manufacturing', 'misfortune', 'sexlessmarriage', 'thief']"
Masked and Anonymous,5.2,"['Drama', 'Music']","['BobDylan', 'JeffBridges', 'JohnGoodman', 'PenélopeCruz']",24356,Larry Charles,"['concert', 'independentfilm', 'journalist', 'musical']"
Betty Fisher et autres histoires,7.0,"['Crime', 'Drama', 'Foreign', 'Thriller']","['LuckMervil', 'MathildeSeigner', 'NicoleGarcia', 'SandrineKiberlain']",55903,Claude Miller,['']
Code 46,6.2,"['Drama', 'Romance', 'ScienceFiction', 'Thriller']","['NabilElouahabi', 'OmPuri', 'SamanthaMorton', 'TimRobbins']",2577,Michael Winterbottom,"['dystopia', 'future', 'insurancesalesman', 'seattle', 'shanghai']"
Outside Bet,5.8,['Comedy'],"['BobHoskins', 'JennyAgutter', 'PhilDavis', 'VincentRegan']",103903,Sacha Bennett,['racehorse']
Albert Nobbs,6.2,['Drama'],"['AaronTaylor-Johnson', 'GlennClose', 'MiaWasikowska', 'PaulineCollins']",73873,Rodrigo García,"['butler', 'dublin', 'maid']"
Black November,6.4,"['Action', 'Crime', 'Drama']","['KimBasinger', 'MickeyRourke', 'RazaaqAdoti', 'SarahWayneCallies']",312113,Jeta Amata,['']
Ta Ra Rum Pum,6.0,"['Comedy', 'Family', 'Romance']","['AngelinaIdnani', 'AngelinaIdnani', 'RaniMukerji', 'SaifAliKhan']",14165,Siddharth Anand,"['bollywood', 'familyrelationships', 'fromragstoriches', 'newyork', 'racer', 'starvation']"
Persepolis,7.7,"['Animation', 'Drama']","['CatherineDeneuve', 'ChiaraMastroianni', 'DanielleDarrieux', 'SimonAbkarian']",2011,Vincent Paronnaud,"['1970s', 'adultanimation', 'bombalarm', 'civilwar', 'cuttingthecord', 'parentskidsrelationship', 'puberty', 'punk', 'punkband', 'totalitarianregime', 'war', 'womandirector']"
The Hole,5.6,"['Adventure', 'Fantasy', 'Thriller']","['BruceDern', 'ChrisMassoglia', 'HaleyBennett', 'NathanGamble']",45650,Joe Dante,"['basement', 'hole', 'littlebrother']"
Die Welle,7.5,"['Drama', 'Thriller']","['FrederickLau', 'JenniferUlrich', 'JürgenVogel', 'MaxRiemelt']",7735,Dennis Gansel,"['anarchist', 'classroom', 'dictator', 'education', 'fascism', 'group', 'groupdynamics', 'gymnasium', 'homepage', 'learningandteaching', 'nationalsocialism', 'socialexperiment', 'squatter', 'trainer', 'training', 'violenceinschools']"
The Neon Demon,6.4,"['Horror', 'Thriller']","['BellaHeathcote', 'ElleFanning', 'JenaMalone', 'KarlGlusman']",301365,Nicolas Winding Refn,['model']
Harry Brown,6.7,"['Action', 'Crime', 'Drama', 'Thriller']","['EmilyMortimer', 'IainGlen', 'LeeOakes', 'MichaelCaine']",25941,Daniel Barber,"['self-defense', 'widower']"
The Omega Code,4.4,"['Horror', 'Thriller']","['CasperVanDien', 'CatherineOxenberg', 'MichaelIronside', 'MichaelYork']",29064,Robert Marcarelli,"['bible', 'biblicalcode', 'revelation(book)', 'suspense']"
Juno,7.0,"['Comedy', 'Drama', 'Romance']","['EllenPage', 'JasonBateman', 'JenniferGarner', 'MichaelCera']",7326,Jason Reitman,"['becominganadult', 'firsttime', 'oscaraward', 'partnership', 'precocity', 'pregnancyandbirth', 'pregnantminor', 'puberty', 'sexuality', 'teenagepregnancy', 'teenager']"
Pound of Flesh,5.5,['Action'],"['AkiAleong', 'DarrenShahlavi', 'Jean-ClaudeVanDamme', 'JohnRalston']",326284,Ernie Barbarash,['']
Diamonds Are Forever,6.3,"['Action', 'Adventure', 'Thriller']","['CharlesGray', 'JillSt.John', 'LanaWood', 'SeanConnery']",681,Guy Hamilton,"['aftercreditsstinger', 'casinoowner', 'dirtbike', 'extortion', 'fight', 'fingerprints', 'genderdisguise', 'highdive', 'mastervillain', 'millionaire', 'murder', 'oldwomanmurdered', 'plasticsurgery', 'satellite', 'secretagent', 'secretorganization', 'smuggling', 'spy', 'violence', 'womandrowned']"
The Godfather,8.4,"['Crime', 'Drama']","['AlPacino', 'JamesCaan', 'MarlonBrando', 'RichardS.Castellano']",238,Francis Ford Coppola,"['1940s', 'crimefamily', 'italianamerican', 'italy', 'lawyer', 'lossoffather', 'loveatfirstsight', 'mafia', 'mobboss', 'organizedcrime', 'patriarch', 'risetopower']"
Flashdance,6.1,"['Drama', 'Music', 'Romance']","['JenniferBeals', 'KyleT.Heffner', 'LiliaSkala', 'MichaelNouri']",535,Adrian Lyne,"['dance', 'dancing', 'locksmith', 'welder']"
(500) Days of Summer,7.2,"['Comedy', 'Drama', 'Romance']","['ChloëGraceMoretz', 'GeoffreyArend', 'JosephGordon-Levitt', 'ZooeyDeschanel']",19913,Marc Webb,"['architect', 'date', 'fate', 'fight', 'friends', 'gallery', 'heartache', 'ikea', 'interview', 'jealousy', 'losangeles', 'love', 'party', 'sex', 'sister', 'summer', 'year']"
The Piano,7.1,"['Drama', 'Romance']","['AnnaPaquin', 'HarveyKeitel', 'HollyHunter', 'SamNeill']",713,Jane Campion,"['adultery', 'arrangedmarriage', 'cultureclash', 'deceivedhusband', 'eroticism', 'isolation', 'jealousy', 'lovetriangle', 'maori', 'marriage', 'mother', 'newzealand', 'penalty', 'pianolessons', 'scotland', 'secretlove', 'settler', 'sexuality', 'strangeness', 'violenthusband', 'wilderness', 'womandirector']"
Magic Mike,6.1,"['Comedy', 'Drama']","['AlexPettyfer', 'ChanningTatum', 'CodyHorn', 'MatthewMcConaughey']",77930,Steven Soderbergh,"['dancing', 'florida', 'malestripper', 'novice', 'stripclub']"
Darkness Falls,4.9,"['Horror', 'Thriller']","['ChaneyKley', 'EmmaCaulfield', 'GrantPiro', 'LeeCormie']",10727,Jonathan Liebesman,"['cowardliness', 'deathpenalty', 'lighthouse', 'lossofmother', 'smalltown', 'spirit', 'witch', 'witchhunt']"
Live and Let Die,6.4,"['Action', 'Adventure', 'Thriller']","['CliftonJames', 'JaneSeymour', 'RogerMoore', 'YaphetKotto']",253,Guy Hamilton,"['aftercreditsstinger', 'bomb', 'crocodile', 'drugsmuggle', 'drugtraffic', 'dualidentity', 'england', 'heroin', 'jamaica', 'londonengland', 'motorboat', 'newyork', 'secretidentity', 'secretintelligenceservice', 'secretmission', 'sheriff', 'spy', 'tarotcards', 'tombstone', 'voodoo']"
My Dog Skip,6.5,"['Comedy', 'Drama', 'Family']","['DianeLane', 'FrankieMuniz', 'KevinBacon', 'LukeWilson']",17908,Jay Russell,"['childhoodmemory', 'dog', 'mississippi']"
"Definitely, Maybe",6.7,"['Comedy', 'Romance']","['AbigailBreslin', 'ElizabethBanks', 'IslaFisher', 'RyanReynolds']",8390,Adam Brooks,"['affection', 'daughter', 'divorce', 'fatherdaughterrelationship', 'kiss', 'loveofoneslife', 'lovers', 'lovesickness', 'makeamatch', 'narration', 'pastrelationship', 'relation', 'relationship', 'sexeducation']"
Jumping the Broom,6.0,['Comedy'],"['JulieBowen', 'MeaganGood', 'MikeEpps', 'PaulaPatton']",57119,Salim Akil,"['africanamerican', 'classdifferences', 'marthasvineyard', 'wedding']"
"Good Night, and Good Luck.",6.8,"['Drama', 'History']","['AlexBorstein', 'DavidStrathairn', 'JeffDaniels', 'RoseAbdoo']",3291,George Clooney,"['anti-communism', 'communist', 'government', 'politicalactivism', 'politician', 'telecaster', 'tvshow']"
Capote,6.8,"['Crime', 'Drama']","['AllieMickelson', 'BronwenColeman', 'CraigArchibald', 'PhilipSeymourHoffman']",398,Bennett Miller,"['basedonnovel', 'biography', 'dream', 'dyinganddeath', 'gay', 'identity', 'journalism', 'literature', 'literatureresearch', 'self-fulfillingprophecy']"
Desperado,6.8,"['Action', 'Crime', 'Thriller']","['AntonioBanderas', 'CheechMarin', 'JoaquimdeAlmeida', 'SalmaHayek']",8068,Robert Rodriguez,"['ambush', 'antiterror', 'bartender', 'bookstore', 'brutality', 'concealedweapon', 'druglord', 'explosion', 'extremeviolence', 'flashback', 'guitar', 'gunslinger', 'hitman', 'legbrace', 'mariachi', 'mexico', 'nudity', 'revenge', 'shootout', 'showdown', 'tragichero']"
